,Location,airTemperature,precipitation,time,windSpeed
749,California,16.39,0.0,2019-08-20T14:00:00+00:00,1.02
750,California,18.35,0.0,2019-08-20T15:00:00+00:00,0.32
751,California,20.05,0.0,2019-08-20T16:00:00+00:00,1.32
752,California,21.75,0.0,2019-08-20T17:00:00+00:00,2.32
753,California,23.45,0.0,2019-08-20T18:00:00+00:00,3.32
754,California,23.82,0.0,2019-08-20T19:00:00+00:00,3.61
755,California,24.18,0.0,2019-08-20T20:00:00+00:00,3.89
756,California,24.55,0.0,2019-08-20T21:00:00+00:00,4.18
757,California,23.95,0.0,2019-08-20T22:00:00+00:00,4.03
758,California,23.36,0.0,2019-08-20T23:00:00+00:00,3.88
759,California,-2.17,27.19,2019-12-24T01:00:00+00:00,2.31
760,California,-2.5,22.65,2019-12-24T02:00:00+00:00,1.94
761,California,-2.83,18.11,2019-12-24T03:00:00+00:00,1.58
762,California,-2.92,13.57,2019-12-24T04:00:00+00:00,1.46
763,California,-3.01,9.04,2019-12-24T05:00:00+00:00,1.34
764,California,-3.1,4.5,2019-12-24T06:00:00+00:00,1.22
765,California,-3.44,4.16,2019-12-24T07:00:00+00:00,1.05
766,California,-3.78,3.83,2019-12-24T08:00:00+00:00,0.87
767,California,-4.12,3.49,2019-12-24T09:00:00+00:00,0.7
768,California,-4.89,3.15,2019-12-24T10:00:00+00:00,0.68
769,California,-5.65,2.81,2019-12-24T11:00:00+00:00,0.65
770,California,-6.42,2.48,2019-12-24T12:00:00+00:00,0.63
771,California,-6.89,2.36,2019-12-24T13:00:00+00:00,1.03
772,California,-7.37,2.25,2019-12-24T14:00:00+00:00,1.44
773,California,-7.84,2.14,2019-12-24T15:00:00+00:00,1.84
774,California,-6.09,2.02,2019-12-24T16:00:00+00:00,1.75
775,California,-4.33,1.91,2019-12-24T17:00:00+00:00,1.67
776,California,-2.58,1.8,2019-12-24T18:00:00+00:00,1.58
777,California,-2.69,1.99,2019-12-24T19:00:00+00:00,1.7
778,California,-2.79,2.18,2019-12-24T20:00:00+00:00,1.82
779,California,-2.9,2.36,2019-12-24T21:00:00+00:00,1.94
780,California,-3.44,2.55,2019-12-24T22:00:00+00:00,1.89
781,California,-3.97,2.74,2019-12-24T23:00:00+00:00,1.83
